SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR,LIT_RA,LIT_DEC,DISTMOD
 J0759+2427  , 119.793465739 ,  24.452657381 ,   2MASS 07591043+2427136  , 2008AJ....135..785W ,   681385467610420608 ,   0.11 ,            ,                     ,        L0  , 2008AJ....135..785W ,       ...  ,                ...  ,      L0.5  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,                ...  ,     15.736 ,      0.054 ,     14.980 ,      0.054 ,     14.479 ,      0.067 ,     14.229 ,      0.028 ,     14.005 ,      0.043 ,     12.310 , -99999.000 ,     24.820 ,      0.650 ,     22.560 ,      0.210 ,     19.981 ,      0.030 ,     18.170 ,      0.030 , -99999.000 , -99999.000 ,     20.528 ,      0.171 ,      115.9 ,     1.0 ,     21.056 ,      4.126 ,       52.3 ,    10.2 ,     18.828 ,      0.590 ,      236.4 ,     7.4 ,     20.555 ,    14.85 ,  1.33 ,   -11.34 ,  1.99 ,  -229.67 ,  1.08 , 119.793470000 ,  24.452689000 ,   -4.14
 J0800+5511  , 120.114850960 ,  55.192500125 ,   2MASS 08002758+5511346  , 2010AJ....139.1808S ,  1080925998616880768 ,   0.12 ,            ,                     ,        L1  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.623 ,      0.029 ,     13.819 ,      0.024 ,     13.360 ,      0.033 ,     12.905 ,      0.024 ,     12.543 ,      0.024 ,     12.048 ,      0.340 , -99999.000 , -99999.000 ,     21.343 ,      0.079 ,     19.079 ,      0.004 ,     17.535 ,      0.005 ,     16.572 ,      0.010 ,     19.518 ,      0.087 ,      293.9 ,     1.3 ,     21.385 ,      6.965 ,       38.6 ,    12.6 ,     17.870 ,      0.318 ,      570.9 ,    10.1 ,     19.509 ,    27.63 ,  0.51 ,   -15.67 ,  0.86 ,   -97.83 ,  0.75 , 120.114940000 ,  55.192963000 ,   -2.79
 J0800+4658  , 120.200573936 ,  46.973811860 ,   2MASS 08004815+4658256  , 2002AJ....123.3409H ,   932505947640566784 ,   0.01 ,            ,                     ,        L2  , 2002AJ....123.3409H ,      L1.5  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.513 ,      0.070 ,     14.549 ,      0.058 ,     14.315 ,      0.078 ,     13.828 ,      0.025 ,     13.555 ,      0.032 ,     11.978 , -99999.000 ,     20.520 , -99999.000 ,     22.072 ,      0.154 ,     19.890 ,      0.015 ,     18.433 ,      0.019 ,     17.477 ,      0.026 ,     20.386 ,      0.214 ,      132.1 ,     1.4 ,     21.163 ,      6.042 ,       47.4 ,    13.5 ,     18.694 ,      0.555 ,      267.3 ,     7.9 ,     20.135 ,    22.01 ,  1.34 ,    -9.99 ,  2.07 ,     8.14 ,  1.35 , 120.200580000 ,  46.973811000 ,   -3.29
 J0801+4806  , 120.498009580 ,  48.108067198 ,   2MASS 08015951+4806282  , 2008AJ....135..785W ,   933136277040922880 ,   0.02 ,            ,                     ,        L0  , 2008AJ....135..785W ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     16.012 ,      0.094 ,     15.060 ,      0.101 ,     14.818 ,      0.106 ,     14.449 ,      0.029 ,     14.101 ,      0.041 ,     12.425 , -99999.000 ,     20.760 ,      0.570 ,     19.149 ,      0.250 ,     20.323 ,      0.014 ,     18.708 ,      0.017 ,     17.660 ,      0.033 ,     20.739 ,      0.310 ,       95.5 ,     1.4 ,     21.581 ,      6.077 ,       32.2 ,     9.1 ,     18.930 ,      0.865 ,      215.1 ,     9.8 ,     20.121 ,    16.87 ,  1.92 ,     4.09 ,  3.37 ,    45.53 ,  2.71 , 120.497990000 ,  48.107861000 ,   -3.86
 J0802+3321  , 120.732569783 ,  33.361679611 ,   2MASS 08025572+3321438  , 2010AJ....139.1808S ,   905302964817217408 ,   0.12 ,            ,                     ,        L2  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.847 ,      0.080 ,     14.802 ,      0.073 ,     14.199 ,      0.071 ,     13.822 ,      0.026 ,     13.565 ,      0.033 ,     12.160 , -99999.000 , -99999.000 , -99999.000 ,     21.645 ,      0.239 ,     20.108 ,      0.013 ,     18.742 ,      0.017 ,     17.746 ,      0.013 ,     20.656 ,      0.187 ,      103.0 ,     0.9 ,     20.895 ,      4.814 ,       60.6 ,    14.0 ,     18.960 ,      1.141 ,      209.3 ,    12.6 ,     20.513 ,    23.21 ,  0.84 ,    61.12 ,  1.65 ,  -113.38 ,  1.30 , 120.732210000 ,  33.362190000 ,   -3.17
 J0805+4812  , 121.379728309 ,  48.209383370 ,   2MASS 08053189+4812330  , 2002AJ....123.3409H ,   933054951834436352 ,   0.20 ,       UR;  , 2007AJ....134.1330B ,        L4  , 2002AJ....123.3409H , L4.5 + T5  , 2007AJ....134.1330B ,       ...  ,                ...  ,     43.100 ,      1.000 , 2012ApJS..201...19D ,     14.734 ,      0.036 ,     13.917 ,      0.041 ,     13.444 ,      0.041 ,     12.887 ,      0.023 ,     12.452 ,      0.023 ,     11.916 ,      0.328 , -99999.000 , -99999.000 ,     21.829 ,      0.158 ,     19.845 ,      0.024 ,     18.066 ,      0.007 ,     16.911 ,      0.011 ,     20.056 ,      0.105 ,      179.0 ,     0.9 ,     21.655 ,      4.954 ,       30.1 ,     6.9 ,     18.227 ,      0.999 ,      411.1 ,    22.5 ,     20.068 ,    46.78 ,  0.96 ,  -459.10 ,  1.43 ,    56.69 ,  1.13 , 121.379820000 ,  48.209375000 ,   -1.65
 J0805+5113  , 121.457701985 ,  51.219939341 ,   2MASS 08054990+5113130  , 2010AJ....139.1808S ,   935431885521139456 ,   0.16 ,            ,                     ,        L1  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.264 ,      0.054 ,     14.378 ,      0.063 ,     13.853 ,      0.052 ,     13.606 ,      0.024 ,     13.334 ,      0.029 ,     12.529 ,      0.482 , -99999.000 , -99999.000 ,     21.473 ,      0.142 ,     19.591 ,      0.006 ,     18.093 ,      0.010 ,     17.139 ,      0.009 ,     20.065 ,      0.087 ,      177.6 ,     0.8 ,     21.409 ,      6.763 ,       37.8 ,    11.9 ,     18.441 ,      0.426 ,      337.5 ,     7.8 ,     20.057 ,    24.08 ,  0.62 ,   -35.12 ,  1.08 ,   -69.41 ,  0.73 , 121.457950000 ,  51.220295000 ,   -3.09
 J0808+4107  , 122.245816255 ,  41.127950459 ,   2MASS 08085899+4107412  , 2010AJ....139.1808S ,   921659093634512640 ,   0.09 ,            ,                     ,        L2  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.744 ,      0.077 ,     14.875 ,      0.080 ,     14.325 ,      0.066 ,     14.054 ,      0.027 ,     13.792 ,      0.037 ,     12.032 , -99999.000 ,     23.069 , -99999.000 ,     21.817 ,      0.166 ,     20.066 ,      0.015 ,     18.622 ,      0.009 ,     17.598 ,      0.022 ,     20.555 ,      0.207 ,      113.1 ,     1.1 ,     19.783 ,      9.910 ,      168.7 ,    84.5 ,     18.909 ,      0.951 ,      219.4 ,    11.0 ,     20.518 ,    18.35 ,  1.11 ,     0.42 ,  1.83 ,   -33.84 ,  1.16 , 122.245800000 ,  41.128124000 ,   -3.68
 J0812-2444  , 123.132793826 , -24.745737815 ,  DENIS-P J0812316-244442  , 2008MNRAS.383..831P ,  5697787766170389888 ,   0.05 ,            ,                     ,     L2.5:  , 2008MNRAS.383..831P ,        L1  , 2014APJ...794..143B ,       ...  ,                ...  ,     47.282 ,      0.094 , 2014A&A...565A..20S ,     13.817 ,      0.029 ,     12.929 ,      0.027 ,     12.391 ,      0.024 ,     12.059 ,      0.023 ,     11.861 ,      0.022 ,     11.400 ,      0.173 ,     22.113 ,      0.177 ,     20.545 ,      0.046 ,     18.236 ,      0.006 ,     16.814 ,      0.005 ,     15.869 ,      0.005 ,     18.702 ,      0.036 ,      623.1 ,     1.2 ,     20.990 ,      3.967 ,       55.5 ,    10.5 ,     17.061 ,      0.167 ,     1203.3 ,    11.8 ,     18.761 ,    47.24 ,  0.23 ,   135.53 ,  0.33 ,  -140.87 ,  0.32 , 123.132120000 , -24.745111000 ,   -1.63
 J0817-6155  , 124.373564252 , -61.916282932 ,   DENIS J081730.0-615520  , 2010APJ...718L..38A ,  5278042880077383040 ,   0.45 ,            ,                     ,       ...  ,                ...  ,        T6  , 2010APJ...718L..38A ,       ...  ,                ...  ,    202.840 ,     13.166 , 2010APJ...718L..38A ,     13.613 ,      0.024 ,     13.526 ,      0.031 ,     13.520 ,      0.043 ,     12.972 ,      0.023 ,     11.265 ,      0.020 ,      9.661 ,      0.033 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.007 ,      0.081 ,      187.3 ,     0.8 ,     20.920 ,      3.195 ,       59.2 ,     9.0 ,     17.964 ,      0.335 ,      523.6 ,     9.8 ,     21.197 ,   191.53 ,  0.60 ,  -156.45 ,  1.26 ,  1099.60 ,  1.21 , 124.373620000 , -61.916463000 ,    1.41
 J0817+1947  , 124.468904992 ,  19.790840276 ,   2MASS 08175266+1947279  , 2008AJ....135..785W ,   663556710472937344 ,   0.15 ,            ,                     ,        L0  , 2008AJ....135..785W ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.573 ,      0.052 ,     14.829 ,      0.062 ,     14.350 ,      0.052 ,     14.007 ,      0.026 ,     13.726 ,      0.040 ,     11.931 , -99999.000 ,     23.710 ,      0.270 ,     22.056 ,      0.063 ,     19.772 ,      0.016 ,     18.330 ,      0.009 ,     17.341 ,      0.007 ,     20.295 ,      0.139 ,      143.6 ,     1.0 ,     21.485 ,      3.992 ,       35.2 ,     6.5 ,     18.556 ,      0.585 ,      303.5 ,     9.6 ,     20.272 ,    17.52 ,  1.44 ,  -101.68 ,  2.53 ,   -46.22 ,  1.38 , 124.469420000 ,  19.791101000 ,   -3.78
 J0817+1824  , 124.489571298 ,  18.401471099 ,   2MASS 08175749+1824048  , 2010AJ....139.1808S ,   657215659413023744 ,   0.02 ,            ,                     ,        L1  , 2010AJ....139.1808S ,        L2  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.093 ,      0.038 ,     14.290 ,      0.041 ,     13.816 ,      0.035 ,     13.440 ,      0.024 ,     13.188 ,      0.029 ,     12.357 ,      0.439 ,     21.690 , -99999.000 ,     21.777 ,      0.061 ,     19.441 ,      0.010 ,     17.947 ,      0.007 ,     16.962 ,      0.010 ,     19.892 ,      0.108 ,      208.2 ,     1.1 ,     20.432 ,      4.548 ,       92.9 ,    20.7 ,     18.193 ,      0.372 ,      424.3 ,     8.7 ,     19.957 ,    22.35 ,  0.64 ,     4.79 ,  1.06 ,    28.26 ,  0.73 , 124.489570000 ,  18.401467000 ,   -3.25
 J0818+3310  , 124.550433696 ,  33.180219930 ,   2MASS 08181234+3310479  , 2010AJ....139.1808S ,   901684785582426496 ,   0.07 ,            ,                     ,        L0  , 2010AJ....139.1808S ,      L1.5  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.985 ,      0.091 ,     15.368 ,      0.105 ,     15.063 ,      0.139 ,     14.343 ,      0.028 ,     14.092 ,      0.045 ,     12.666 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.493 ,      0.030 ,     18.972 ,      0.013 ,     17.972 ,      0.008 ,     20.922 ,      0.308 ,       80.6 ,     1.2 ,        NaN ,        NaN ,        NaN ,     NaN ,        NaN ,        NaN ,        NaN ,     NaN ,     20.947 ,    14.17 ,  2.05 ,  -175.65 ,  2.85 ,    42.86 ,  2.27 , 124.550460000 ,  33.180216000 ,   -4.24
 J0818+2453  , 124.560077534 ,  24.892753217 ,   2MASS 08181438+2453387  , 2010AJ....139.1808S ,   679317904713389952 ,   0.18 ,            ,                     ,        L0  , 2010AJ....139.1808S ,       ...  ,                ...  ,       L0p  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,                ...  ,     16.369 ,      0.092 ,     15.535 ,      0.094 ,     14.906 ,      0.093 ,     14.680 ,      0.030 ,     14.475 ,      0.055 ,     12.318 , -99999.000 , -99999.000 , -99999.000 ,     22.179 ,      0.161 ,     20.465 ,      0.016 ,     18.820 ,      0.016 ,     17.863 ,      0.021 ,     20.875 ,      0.258 ,       84.2 ,     1.0 ,     20.819 ,      6.609 ,       65.0 ,    20.6 ,     18.998 ,      0.978 ,      202.2 ,    10.4 ,     20.813 ,    16.16 ,  1.88 ,    34.41 ,  3.46 ,  -288.12 ,  4.08 , 124.559950000 ,  24.894089000 ,   -3.96
 J0823-4912  , 125.762066819 , -49.200300798 ,  DENIS-P J0823031-491201  , 2008MNRAS.383..831P ,  5514929155583865216 ,   0.00 ,            ,                     ,      L1.5  , 2008MNRAS.383..831P ,      L2.7  , 2014APJ...794..143B ,       ...  ,                ...  ,     48.330 ,      0.140 , 2015A&A...579A..61S ,     13.547 ,      0.026 ,     12.636 ,      0.022 ,     12.062 ,      0.023 ,     11.470 ,      0.023 ,     11.142 ,      0.021 ,     10.748 ,      0.060 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     18.558 ,      0.050 ,      711.6 ,     1.9 ,     21.153 ,      2.449 ,       47.8 ,     5.5 ,     16.850 ,      0.336 ,     1461.5 ,    29.2 ,     18.385 ,    48.39 ,  0.46 ,  -157.90 ,  0.84 ,    11.80 ,  0.78 , 125.763050000 , -49.200359000 ,   -1.58
 J0823+6125  , 125.780509687 ,  61.421440068 ,   2MASS 08230838+6125208  , 2008AJ....136.1290R ,  1089980859123284864 ,   0.23 ,            ,                     ,       L2:  , 2008AJ....136.1290R ,      L2.5  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.820 ,      0.036 ,     13.814 ,      0.037 ,     13.196 ,      0.029 ,     12.740 ,      0.023 ,     12.448 ,      0.022 ,     12.409 ,      0.389 , -99999.000 , -99999.000 ,     21.208 ,      0.034 ,     19.159 ,      0.013 ,     17.802 ,      0.013 ,     16.852 ,      0.005 ,     19.689 ,      0.067 ,      251.1 ,     0.8 ,     21.478 ,      2.744 ,       35.4 ,     4.5 ,     18.054 ,      0.214 ,      482.3 ,     5.7 ,     19.726 ,    39.24 ,  0.53 ,  -465.34 ,  0.79 ,  -217.38 ,  0.73 , 125.780650000 ,  61.421470000 ,   -2.03
 J0823+2428  , 125.949977847 ,  24.482895017 ,   2MASS 08234818+2428577  , 2008AJ....136.1290R ,   679088656539598592 ,   0.08 ,            ,                     ,        L3  , 2008AJ....136.1290R ,       ...  ,                ...  ,        L4  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,                ...  ,     14.986 ,      0.043 ,     14.060 ,      0.044 ,     13.377 ,      0.030 ,     12.812 ,      0.023 ,     12.501 ,      0.025 ,     12.045 ,      0.300 , -99999.000 , -99999.000 ,     21.672 ,      0.057 ,     19.625 ,      0.015 ,     18.180 ,      0.007 ,     17.185 ,      0.010 ,     20.072 ,      0.129 ,      176.4 ,     1.1 ,     20.809 ,     11.602 ,       65.6 ,    36.6 ,     18.456 ,      0.593 ,      333.1 ,    10.7 ,     19.985 ,    39.52 ,  0.92 ,  -161.04 ,  1.41 ,    43.58 ,  0.86 , 125.950750000 ,  24.482698000 ,   -2.02
 J0825+2115  , 126.329388577 ,  21.263016116 ,   2MASSI J0825196+211552  , 2000AJ....120..447K ,   664214600677732864 ,   0.25 ,            ,                     ,      L7.5  , 2000AJ....120..447K ,        L6  , 2004AJ....127.3553K ,       ...  ,                ...  ,     93.809 ,      0.968 , 2002AJ....124.1170D ,     15.100 ,      0.034 ,     13.792 ,      0.032 ,     13.028 ,      0.026 ,     12.091 ,      0.023 ,     11.573 ,      0.021 ,     10.509 ,      0.096 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.505 ,      0.050 ,     18.271 ,      0.024 ,     17.261 ,      0.024 ,     20.448 ,      0.162 ,      124.8 ,     1.0 ,     21.127 ,      1.547 ,       49.0 ,     3.6 ,     18.540 ,      0.859 ,      308.1 ,    14.3 ,     20.062 ,    92.22 ,  1.18 ,  -508.50 ,  1.76 ,  -303.69 ,  1.31 , 126.329460000 ,  21.263058000 ,   -0.18
 J0825-0029  , 126.430475734 ,  -0.486479535 , ULAS J082543.33-002911.1  , 2016A&A...589A..49S ,  3076467585019460736 ,   0.01 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,        L2  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     15.450 ,      0.057 ,     14.584 ,      0.036 ,     13.977 ,      0.059 ,     13.545 ,      0.025 ,     13.243 ,      0.032 ,     11.790 , -99999.000 ,     22.968 , -99999.000 ,     21.735 ,      0.154 ,     19.797 ,      0.019 ,     18.283 ,      0.011 ,     17.317 ,      0.013 ,     20.297 ,      0.161 ,      143.4 ,     1.1 ,     21.354 ,      6.565 ,       39.7 ,    12.2 ,     18.580 ,      0.656 ,      297.0 ,    10.5 ,     20.240 ,    13.69 ,  1.18 ,   -39.86 ,  1.97 ,   -15.01 ,  1.06 , 126.430480000 ,  -0.486481280 ,   -4.32
 J0826+1939  , 126.677913260 ,  19.655971895 ,   2MASS 08264262+1939224  , 2008AJ....135..785W ,   663721985110927488 ,   0.06 ,            ,                     ,        L0  , 2008AJ....135..785W ,        M9  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.777 ,      0.032 ,     14.009 ,      0.034 ,     13.581 ,      0.034 ,     13.268 ,      0.024 ,     12.960 ,      0.028 ,     11.960 , -99999.000 ,     23.912 ,      0.290 ,     21.376 ,      0.038 ,     18.844 ,      0.009 ,     17.386 ,      0.005 ,     16.466 ,      0.004 ,     19.343 ,      0.065 ,      345.3 ,     1.2 ,     20.215 ,      3.595 ,      113.4 ,    20.2 ,     17.662 ,      0.161 ,      691.7 ,     6.3 ,     19.524 ,    23.73 ,  0.40 ,    59.23 ,  0.75 ,   -49.98 ,  0.49 , 126.677900000 ,  19.655978000 ,   -3.12
 J0828-1309  , 127.139809069 , -13.155393125 ,         SSSPM J0829-1309  , 2002MNRAS.336L..49S ,  5723739672264914176 ,   0.23 ,            ,                     ,        L2  , 2005A&A...440.1061L ,       L2:  , 2013AJ....146..161M ,       ...  ,                ...  ,     85.838 ,      0.148 , 2014A&A...565A..20S ,     12.803 ,      0.030 ,     11.851 ,      0.022 ,     11.297 ,      0.021 ,     10.926 ,      0.023 ,     10.679 ,      0.021 ,     10.092 ,      0.052 , -99999.000 , -99999.000 ,     19.416 ,      0.014 ,     17.161 ,      0.004 ,     15.752 ,      0.002 ,     14.775 ,      0.004 ,     17.603 ,      0.028 ,     1714.6 ,     2.7 ,     20.706 ,      2.776 ,       72.2 ,     9.7 ,     15.999 ,      0.197 ,     3199.4 ,    39.5 ,     17.699 ,    85.54 ,  0.17 ,  -581.56 ,  0.25 ,    27.54 ,  0.19 , 127.142460000 , -13.155518000 ,   -0.34
 J0829+1456  , 127.277386674 ,  14.938418765 ,   2MASSW J0829066+145622  , 2000AJ....120..447K ,   651750158907764224 ,   0.12 ,            ,                     ,        L2  , 2000AJ....120..447K ,        L1  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.750 ,      0.030 ,     13.801 ,      0.036 ,     13.166 ,      0.033 ,     12.811 ,      0.024 ,     12.588 ,      0.027 ,     11.960 , -99999.000 , -99999.000 , -99999.000 ,     21.303 ,      0.048 ,     19.141 ,      0.011 ,     17.786 ,      0.006 ,     16.852 ,      0.012 ,     19.689 ,      0.086 ,      251.0 ,     1.1 ,     21.752 ,      4.165 ,       27.5 ,     5.3 ,     18.040 ,      0.392 ,      488.3 ,    10.6 ,     19.552 ,    38.17 ,  0.57 ,   -55.95 ,  1.00 ,  -241.10 ,  0.61 , 127.277400000 ,  14.938451000 ,   -2.09
 J0829+0917  , 127.440163827 ,   9.298054745 , ULAS J082945.67+091753.2  , 2016A&A...589A..49S ,   599838568536270848 ,   0.01 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,      L1.5  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     15.851 ,      0.097 ,     15.080 ,      0.112 ,     14.547 ,      0.106 ,     14.171 ,      0.028 ,     13.873 ,      0.044 ,     11.633 , -99999.000 ,     22.534 , -99999.000 ,     20.493 , -99999.000 ,     20.247 ,      0.024 ,     18.776 ,      0.014 ,     17.823 ,      0.005 ,     20.786 ,      0.239 ,       91.4 ,     1.0 ,     20.174 ,      8.781 ,      117.8 ,    51.3 ,     19.092 ,      1.780 ,      185.4 ,    17.3 ,     20.487 ,    13.28 ,  1.73 ,   -45.89 ,  3.13 ,   -31.93 ,  1.76 , 127.440200000 ,   9.298081800 ,   -4.38
 J0831+1538  , 127.841080664 ,  15.647071342 ,   2MASS 08312221+1538511  , 2010AJ....139.1808S ,   652644680337290496 ,   0.13 ,            ,                     ,        L1  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.786 ,      0.089 ,     14.893 ,      0.074 ,     14.537 ,      0.093 ,     14.079 ,      0.029 ,     13.776 ,      0.051 ,     11.956 , -99999.000 , -99999.000 , -99999.000 ,     22.168 ,      0.099 ,     19.973 ,      0.013 ,     18.423 ,      0.006 ,     17.427 ,      0.008 ,     20.427 ,      0.175 ,      127.3 ,     1.1 ,     21.920 ,      5.333 ,       23.6 ,     5.7 ,     18.733 ,      0.911 ,      257.9 ,    12.5 ,     20.427 ,    19.61 ,  1.10 ,  -289.60 ,  1.97 ,   -88.39 ,  1.29 , 127.841120000 ,  15.647083000 ,   -3.54
 J0832-0128  , 128.019096641 ,  -1.476631947 ,   2MASSW J0832045-012835  , 2000AJ....120..447K ,  3073123351683582720 ,   0.02 ,            ,                     ,      L1.5  , 2000AJ....120..447K ,        L1  , 2014APJ...794..143B ,       ...  ,                ...  ,     40.440 ,      1.830 , 2016AJ....152...24W ,     14.128 ,      0.030 ,     13.318 ,      0.023 ,     12.712 ,      0.027 ,     12.421 ,      0.023 ,     12.180 ,      0.023 ,     11.626 ,      0.240 ,     23.451 , -99999.000 ,     20.842 ,      0.028 ,     18.565 ,      0.005 ,     17.099 ,      0.005 ,     16.139 ,      0.006 ,     19.005 ,      0.047 ,      471.5 ,     1.2 ,     21.236 ,      4.989 ,       44.3 ,    10.4 ,     17.390 ,      0.169 ,      888.6 ,     8.6 ,     19.147 ,    42.24 ,  0.42 ,    62.53 ,  0.74 ,    10.49 ,  0.52 , 128.018830000 ,  -1.476681100 ,   -1.87
